2  2980.26	2.232245e+00	1.205585e-01	6.714975e+01	9.650618e-01	2.192357e+00	7.863323e-02	4.720000e+01	4.200000e-01	7.230000e+00	2.510000e+02	4.740000e+01	4.730000e+01	1.198000e+02	1.000000e-02	8.860000e+00	1.110000e+01	1.980000e+01	9.510000e+01	1.140000e-01	1.340000e-01	4.820000e-01	2.240000e-01	6.640000e-01	2.080000e+00	9.996900e+02	9.981600e+02	1.000610e+00	-1.924000e+01	1.380210e+01	1.444165e+02	1.041872e+00	8.301141e-01	3.183016e-01	6.816181e-01	
52  2807.08	2.231875e+00	1.180473e-01	6.778386e+01	9.623375e-01	2.195575e+00	7.851871e-02	4.720000e+01	4.200000e-01	7.230000e+00	2.510000e+02	4.740000e+01	4.730000e+01	1.198000e+02	1.000000e-02	8.860000e+00	1.110000e+01	1.980000e+01	9.510000e+01	1.140000e-01	1.340000e-01	4.820000e-01	2.240000e-01	6.640000e-01	2.080000e+00	9.996900e+02	9.981600e+02	1.000610e+00	-1.924000e+01	1.381397e+01	1.450664e+02	1.041106e+00	8.205779e-01	3.069007e-01	6.930204e-01	
3  2805.34	2.231875e+00	1.180473e-01	6.778386e+01	9.623375e-01	2.195575e+00	7.851871e-02	4.697134e+01	2.805460e-01	6.530996e+00	2.670268e+02	4.402165e+01	4.509299e+01	1.207319e+02	3.619565e+00	7.622807e+00	1.052173e+01	1.648143e+01	9.272455e+01	1.342987e-01	1.316303e-01	4.714531e-01	2.331829e-01	6.472633e-01	2.146590e+00	9.998872e+02	9.979992e+02	1.001778e+00	-1.924000e+01	1.381397e+01	1.450664e+02	1.041106e+00	8.205779e-01	3.069007e-01	6.930204e-01	
33  2804.56	2.231875e+00	1.180473e-01	6.778386e+01	9.623375e-01	2.195575e+00	7.851871e-02	5.092934e+01	2.979493e-01	7.895678e+00	2.570745e+02	4.307324e+01	4.639543e+01	1.174919e+02	3.471223e+00	6.662013e+00	1.188107e+01	1.773801e+01	9.046085e+01	1.594426e-01	1.371388e-01	5.112534e-01	2.136001e-01	6.994039e-01	2.077864e+00	9.995490e+02	9.980155e+02	1.001544e+00	-1.924000e+01	1.381397e+01	1.450664e+02	1.041106e+00	8.205779e-01	3.069007e-01	6.930204e-01	
2  2676.3	2.231875e+00	1.180473e-01	6.778386e+01	9.623375e-01	2.195575e+00	7.851871e-02	5.092934e+01	2.979493e-01	7.895678e+00	2.570745e+02	4.307324e+01	4.639543e+01	1.174919e+02	3.471223e+00	6.662013e+00	1.188107e+01	1.773801e+01	9.046085e+01	1.594426e-01	1.371388e-01	5.112534e-01	2.136001e-01	6.994039e-01	2.077864e+00	9.995490e+02	9.980155e+02	1.001544e+00	-1.925333e+01	1.381397e+01	1.450664e+02	1.041106e+00	8.205779e-01	3.069007e-01	6.930204e-01	
1  2494.53	2.231875e+00	1.180473e-01	6.778386e+01	9.623375e-01	2.195575e+00	7.851871e-02	5.092934e+01	2.979493e-01	7.895678e+00	2.570745e+02	4.307324e+01	4.639543e+01	1.174919e+02	3.471223e+00	6.662013e+00	1.188107e+01	1.773801e+01	9.046085e+01	1.594426e-01	1.371388e-01	5.112534e-01	2.136001e-01	6.994039e-01	2.077864e+00	9.995490e+02	9.980155e+02	1.001544e+00	-1.927434e+01	1.381397e+01	1.450664e+02	1.041106e+00	8.205779e-01	3.069007e-01	6.930204e-01	
2  2285.99	2.231875e+00	1.180473e-01	6.778386e+01	9.623375e-01	2.195575e+00	7.851871e-02	5.092934e+01	2.979493e-01	7.895678e+00	2.570745e+02	4.307324e+01	4.639543e+01	1.174919e+02	3.471223e+00	6.662013e+00	1.188107e+01	1.773801e+01	9.046085e+01	1.594426e-01	1.371388e-01	5.112534e-01	2.136001e-01	6.994039e-01	2.077864e+00	9.995490e+02	9.980155e+02	1.001544e+00	-1.930316e+01	1.381397e+01	1.450664e+02	1.041106e+00	8.205779e-01	3.069007e-01	6.930204e-01	
20  2224.7	2.222118e+00	1.180331e-01	6.819581e+01	9.614798e-01	2.224370e+00	8.215247e-02	5.092934e+01	2.979493e-01	7.895678e+00	2.570745e+02	4.307324e+01	4.639543e+01	1.174919e+02	3.471223e+00	6.662013e+00	1.188107e+01	1.773801e+01	9.046085e+01	1.594426e-01	1.371388e-01	5.112534e-01	2.136001e-01	6.994039e-01	2.077864e+00	9.995490e+02	9.980155e+02	1.001544e+00	-1.930316e+01	1.378030e+01	1.451470e+02	1.042584e+00	8.273656e-01	3.029638e-01	6.969583e-01	
71  2224.17	2.222118e+00	1.180331e-01	6.819581e+01	9.614798e-01	2.224370e+00	8.215247e-02	5.575575e+01	2.010665e-01	7.369478e+00	2.898238e+02	4.841030e+01	4.566968e+01	1.179609e+02	1.729498e+00	7.009957e+00	1.240624e+01	1.972050e+01	8.940678e+01	1.337405e-01	1.168394e-01	4.382068e-01	2.648419e-01	6.696382e-01	2.211232e+00	9.994353e+02	9.977306e+02	1.002358e+00	-1.930316e+01	1.378030e+01	1.451470e+02	1.042584e+00	8.273656e-01	3.029638e-01	6.969583e-01	
5  2218.74	2.222118e+00	1.180331e-01	6.819581e+01	9.614798e-01	2.224370e+00	8.215247e-02	5.575575e+01	2.010665e-01	7.369478e+00	2.898238e+02	4.841030e+01	4.566968e+01	1.179609e+02	1.729498e+00	7.009957e+00	1.240624e+01	1.972050e+01	8.940678e+01	1.337405e-01	1.168394e-01	4.382068e-01	2.648419e-01	6.696382e-01	2.211232e+00	9.994353e+02	9.977306e+02	1.002358e+00	-1.930410e+01	1.378030e+01	1.451470e+02	1.042584e+00	8.273656e-01	3.029638e-01	6.969583e-01	
