2	1905.46	2.244941e+00	1.188142e-01	6.790223e+01	9.674259e-01	2.109675e+00	5.664684e-02	4.927297e+01	5.472232e-01	6.457330e+00	2.597015e+02	5.137709e+01	4.969826e+01	1.175300e+02	1.391292e+00	8.937969e+00	1.100729e+01	1.942635e+01	9.319768e+01	1.036928e-01	1.331306e-01	4.861143e-01	2.269378e-01	6.713611e-01	2.122988e+00	9.997764e+02	9.980856e+02	1.001529e+00	-1.941212e+01	1.377887e+01	1.447651e+02	1.041928e+00	8.087444e-01	3.077783e-01	6.921431e-01
1	1905.2	2.250033e+00	1.189390e-01	6.791443e+01	9.680262e-01	2.113849e+00	5.773199e-02	4.841997e+01	5.600942e-01	6.611715e+00	2.559123e+02	5.028109e+01	4.970758e+01	1.181889e+02	1.152431e+00	8.931622e+00	1.094045e+01	1.947937e+01	9.358246e+01	1.038309e-01	1.338793e-01	4.827250e-01	2.278879e-01	6.687245e-01	2.106745e+00	9.997642e+02	9.980795e+02	1.001206e+00	-1.941160e+01	1.377301e+01	1.446929e+02	1.041960e+00	8.099738e-01	3.080487e-01	6.918728e-01
3	1905.29	2.247734e+00	1.189679e-01	6.792080e+01	9.681298e-01	2.113638e+00	5.713617e-02	4.859840e+01	5.588026e-01	6.513873e+00	2.572347e+02	5.085508e+01	4.981130e+01	1.182889e+02	1.176503e+00	8.953762e+00	1.094590e+01	1.945389e+01	9.360090e+01	1.035718e-01	1.341590e-01	4.852301e-01	2.266057e-01	6.663811e-01	2.101200e+00	9.997637e+02	9.980830e+02	1.001695e+00	-1.941144e+01	1.377228e+01	1.447035e+02	1.042072e+00	8.102587e-01	3.080038e-01	6.919177e-01
5	1905.3	2.247734e+00	1.189679e-01	6.792080e+01	9.681298e-01	2.113638e+00	5.713617e-02	4.798729e+01	5.783535e-01	6.760362e+00	2.560798e+02	5.050136e+01	5.037498e+01	1.187047e+02	1.298676e+00	8.878189e+00	1.109917e+01	1.973099e+01	9.410329e+01	1.119067e-01	1.384746e-01	4.906472e-01	2.254637e-01	6.601051e-01	2.116394e+00	9.998085e+02	9.980720e+02	1.001696e+00	-1.941142e+01	1.377228e+01	1.447035e+02	1.042072e+00	8.102587e-01	3.080038e-01	6.919177e-01
1	1905.42	2.247734e+00	1.189679e-01	6.792080e+01	9.681298e-01	2.113638e+00	5.713617e-02	4.829378e+01	6.328625e-01	6.742173e+00	2.520010e+02	5.003273e+01	5.114766e+01	1.184696e+02	1.695340e+00	8.622416e+00	1.125252e+01	1.962724e+01	9.342368e+01	1.156733e-01	1.406119e-01	4.835209e-01	2.264876e-01	6.486633e-01	2.084548e+00	9.997956e+02	9.980714e+02	1.001742e+00	-1.941139e+01	1.377228e+01	1.447035e+02	1.042072e+00	8.102587e-01	3.080038e-01	6.919177e-01
2	1905.58	2.247734e+00	1.189679e-01	6.792080e+01	9.681298e-01	2.113638e+00	5.713617e-02	4.850058e+01	6.564282e-01	7.033891e+00	2.468894e+02	4.870626e+01	5.112258e+01	1.178566e+02	1.715435e+00	8.462050e+00	1.157601e+01	2.030978e+01	9.418060e+01	1.208873e-01	1.396025e-01	4.860335e-01	2.329039e-01	6.664396e-01	2.096881e+00	9.996656e+02	9.981641e+02	1.001749e+00	-1.941145e+01	1.377228e+01	1.447035e+02	1.042072e+00	8.102587e-01	3.080038e-01	6.919177e-01
1	1905.59	2.247734e+00	1.189679e-01	6.792080e+01	9.681298e-01	2.113638e+00	5.713617e-02	4.881721e+01	6.775734e-01	6.704078e+00	2.489033e+02	4.910370e+01	5.063314e+01	1.165193e+02	2.149628e+00	8.599335e+00	1.126514e+01	1.992132e+01	9.394299e+01	1.117640e-01	1.365727e-01	4.780265e-01	2.384120e-01	6.585011e-01	2.117846e+00	9.996204e+02	9.982482e+02	1.001797e+00	-1.941145e+01	1.377228e+01	1.447035e+02	1.042072e+00	8.102587e-01	3.080038e-01	6.919177e-01
1	1905.54	2.247734e+00	1.189679e-01	6.792080e+01	9.681298e-01	2.113638e+00	5.713617e-02	4.861605e+01	6.733312e-01	6.270950e+00	2.530658e+02	5.005057e+01	5.098358e+01	1.166553e+02	2.159136e+00	8.707860e+00	1.115407e+01	1.932974e+01	9.362586e+01	1.137857e-01	1.405815e-01	4.808727e-01	2.382075e-01	6.726872e-01	2.138259e+00	9.996041e+02	9.982318e+02	1.001847e+00	-1.941143e+01	1.377228e+01	1.447035e+02	1.042072e+00	8.102587e-01	3.080038e-01	6.919177e-01
1	1905.43	2.247734e+00	1.189679e-01	6.792080e+01	9.681298e-01	2.113638e+00	5.713617e-02	4.823810e+01	6.580908e-01	6.104128e+00	2.575092e+02	5.113708e+01	5.090055e+01	1.176954e+02	1.982519e+00	8.492499e+00	1.091733e+01	1.918726e+01	9.353315e+01	1.155970e-01	1.408680e-01	4.695981e-01	2.326757e-01	6.772230e-01	2.141481e+00	9.995681e+02	9.981987e+02	1.001750e+00	-1.941144e+01	1.377228e+01	1.447035e+02	1.042072e+00	8.102587e-01	3.080038e-01	6.919177e-01
1	1905.63	2.247734e+00	1.189679e-01	6.792080e+01	9.681298e-01	2.113638e+00	5.713617e-02	4.859756e+01	6.339809e-01	6.263605e+00	2.552646e+02	5.151281e+01	5.057437e+01	1.171965e+02	1.824778e+00	8.377722e+00	1.061154e+01	1.912145e+01	9.325528e+01	1.128254e-01	1.432457e-01	4.640059e-01	2.382325e-01	6.862585e-01	2.163244e+00	9.994348e+02	9.981767e+02	1.001730e+00	-1.941150e+01	1.377228e+01	1.447035e+02	1.042072e+00	8.102587e-01	3.080038e-01	6.919177e-01
3	1905.79	2.247734e+00	1.189679e-01	6.792080e+01	9.681298e-01	2.113638e+00	5.713617e-02	4.776785e+01	6.536235e-01	6.141922e+00	2.531354e+02	5.091861e+01	5.059136e+01	1.183278e+02	2.045249e+00	7.853038e+00	1.027539e+01	1.849393e+01	9.290921e+01	1.109421e-01	1.415320e-01	4.653067e-01	2.373881e-01	6.821918e-01	2.176113e+00	9.993872e+02	9.981884e+02	1.001625e+00	-1.941149e+01	1.377228e+01	1.447035e+02	1.042072e+00	8.102587e-01	3.080038e-01	6.919177e-01
3	1905.68	2.247734e+00	1.189679e-01	6.792080e+01	9.681298e-01	2.113638e+00	5.713617e-02	4.780544e+01	6.394539e-01	5.848148e+00	2.572895e+02	5.146926e+01	5.045219e+01	1.190289e+02	2.102840e+00	8.077310e+00	1.050630e+01	1.833543e+01	9.254244e+01	1.151217e-01	1.437448e-01	4.513885e-01	2.352494e-01	6.641833e-01	2.138680e+00	9.994677e+02	9.982102e+02	1.001797e+00	-1.941140e+01	1.377228e+01	1.447035e+02	1.042072e+00	8.102587e-01	3.080038e-01	6.919177e-01
1	1905.85	2.247734e+00	1.189679e-01	6.792080e+01	9.681298e-01	2.113638e+00	5.713617e-02	4.808838e+01	6.646495e-01	6.034200e+00	2.580686e+02	5.094418e+01	5.099099e+01	1.186152e+02	2.344367e+00	8.403032e+00	1.044477e+01	1.837317e+01	9.228328e+01	1.182695e-01	1.452094e-01	4.520366e-01	2.322606e-01	6.837317e-01	2.212309e+00	9.995237e+02	9.982047e+02	1.001869e+00	-1.941140e+01	1.377228e+01	1.447035e+02	1.042072e+00	8.102587e-01	3.080038e-01	6.919177e-01
1	1906.04	2.247734e+00	1.189679e-01	6.792080e+01	9.681298e-01	2.113638e+00	5.713617e-02	4.783043e+01	6.838857e-01	5.989884e+00	2.595243e+02	5.226833e+01	5.158572e+01	1.186164e+02	2.366905e+00	8.144665e+00	1.048439e+01	1.893510e+01	9.336150e+01	1.134327e-01	1.461409e-01	4.573806e-01	2.337505e-01	6.966450e-01	2.247828e+00	9.994708e+02	9.982404e+02	1.001950e+00	-1.941144e+01	1.377228e+01	1.447035e+02	1.042072e+00	8.102587e-01	3.080038e-01	6.919177e-01
1	1906.04	2.247734e+00	1.189679e-01	6.792080e+01	9.681298e-01	2.113638e+00	5.713617e-02	4.719188e+01	6.706046e-01	5.826742e+00	2.595947e+02	5.158347e+01	5.052627e+01	1.194616e+02	2.526047e+00	7.928940e+00	1.060094e+01	1.881481e+01	9.317539e+01	1.144888e-01	1.465257e-01	4.653414e-01	2.374213e-01	6.976095e-01	2.265381e+00	9.994491e+02	9.981729e+02	1.001877e+00	-1.941143e+01	1.377228e+01	1.447035e+02	1.042072e+00	8.102587e-01	3.080038e-01	6.919177e-01
2	1906.28	2.247734e+00	1.189679e-01	6.792080e+01	9.681298e-01	2.113638e+00	5.713617e-02	4.644642e+01	6.862346e-01	5.823337e+00	2.615871e+02	5.225967e+01	5.145567e+01	1.208256e+02	2.397454e+00	7.984961e+00	1.046050e+01	1.908818e+01	9.435507e+01	1.209660e-01	1.460677e-01	4.707929e-01	2.340779e-01	7.044786e-01	2.321776e+00	9.994125e+02	9.982879e+02	1.001830e+00	-1.941144e+01	1.377228e+01	1.447035e+02	1.042072e+00	8.102587e-01	3.080038e-01	6.919177e-01
1	1906.21	2.247734e+00	1.189679e-01	6.792080e+01	9.681298e-01	2.113638e+00	5.713617e-02	4.477559e+01	6.934730e-01	5.744937e+00	2.629283e+02	5.165216e+01	5.052675e+01	1.216388e+02	2.481635e+00	8.065904e+00	1.048216e+01	1.963152e+01	9.599708e+01	1.147005e-01	1.454664e-01	4.680959e-01	2.331748e-01	7.083849e-01	2.315583e+00	9.995143e+02	9.982185e+02	1.001697e+00	-1.941135e+01	1.377228e+01	1.447035e+02	1.042072e+00	8.102587e-01	3.080038e-01	6.919177e-01
1	1906.41	2.247734e+00	1.189679e-01	6.792080e+01	9.681298e-01	2.113638e+00	5.713617e-02	4.484972e+01	6.957425e-01	6.009565e+00	2.616259e+02	5.048353e+01	5.083990e+01	1.223432e+02	2.437698e+00	7.743231e+00	1.038949e+01	1.955410e+01	9.538878e+01	1.161952e-01	1.435585e-01	4.637624e-01	2.319737e-01	7.018625e-01	2.320320e+00	9.995392e+02	9.982399e+02	1.001753e+00	-1.941136e+01	1.377228e+01	1.447035e+02	1.042072e+00	8.102587e-01	3.080038e-01	6.919177e-01
2	1906.42	2.247734e+00	1.189679e-01	6.792080e+01	9.681298e-01	2.113638e+00	5.713617e-02	4.482533e+01	6.948017e-01	5.858676e+00	2.641380e+02	4.995701e+01	4.979486e+01	1.216009e+02	2.761572e+00	7.874309e+00	1.020436e+01	1.926006e+01	9.506473e+01	1.152320e-01	1.403710e-01	4.709626e-01	2.242202e-01	6.964482e-01	2.345074e+00	9.996299e+02	9.982070e+02	1.001710e+00	-1.941133e+01	1.377228e+01	1.447035e+02	1.042072e+00	8.102587e-01	3.080038e-01	6.919177e-01
1	1906.22	2.247734e+00	1.189679e-01	6.792080e+01	9.681298e-01	2.113638e+00	5.713617e-02	4.499646e+01	7.177413e-01	5.453431e+00	2.724521e+02	5.068139e+01	4.947147e+01	1.207603e+02	2.972863e+00	8.231783e+00	1.032675e+01	1.917622e+01	9.506318e+01	1.152090e-01	1.394820e-01	4.731739e-01	2.194264e-01	6.795257e-01	2.291370e+00	9.997459e+02	9.982096e+02	1.001685e+00	-1.941129e+01	1.377228e+01	1.447035e+02	1.042072e+00	8.102587e-01	3.080038e-01	6.919177e-01
1	1906.32	2.247734e+00	1.189679e-01	6.792080e+01	9.681298e-01	2.113638e+00	5.713617e-02	4.489522e+01	7.639750e-01	5.593529e+00	2.689826e+02	5.081638e+01	5.110394e+01	1.219559e+02	2.972713e+00	8.314617e+00	1.023500e+01	1.906398e+01	9.459243e+01	1.148581e-01	1.387068e-01	4.716483e-01	2.190175e-01	6.734413e-01	2.299361e+00	9.997059e+02	9.982412e+02	1.001635e+00	-1.941129e+01	1.377228e+01	1.447035e+02	1.042072e+00	8.102587e-01	3.080038e-01	6.919177e-01
5	1906.34	2.247734e+00	1.189679e-01	6.792080e+01	9.681298e-01	2.113638e+00	5.713617e-02	4.503379e+01	7.926522e-01	5.189814e+00	2.707404e+02	5.116754e+01	5.087014e+01	1.211203e+02	3.256670e+00	8.540572e+00	1.032334e+01	1.904951e+01	9.467753e+01	1.119937e-01	1.366787e-01	4.625205e-01	2.186398e-01	6.715110e-01	2.248883e+00	9.996737e+02	9.983412e+02	1.001706e+00	-1.941124e+01	1.377228e+01	1.447035e+02	1.042072e+00	8.102587e-01	3.080038e-01	6.919177e-01
1	1906.59	2.247734e+00	1.189679e-01	6.792080e+01	9.681298e-01	2.113638e+00	5.713617e-02	4.398400e+01	7.932195e-01	5.267184e+00	2.696431e+02	5.070368e+01	5.156515e+01	1.232410e+02	3.067430e+00	8.531143e+00	1.022449e+01	1.911004e+01	9.517082e+01	1.105459e-01	1.314414e-01	4.596913e-01	2.248095e-01	6.711990e-01	2.260468e+00	9.998451e+02	9.983435e+02	1.001494e+00	-1.941122e+01	1.377228e+01	1.447035e+02	1.042072e+00	8.102587e-01	3.080038e-01	6.919177e-01
1	1906.39	2.247734e+00	1.189679e-01	6.792080e+01	9.681298e-01	2.113638e+00	5.713617e-02	4.450554e+01	7.633498e-01	5.447745e+00	2.668316e+02	4.999622e+01	5.076777e+01	1.220642e+02	2.934983e+00	8.408808e+00	1.015370e+01	1.923183e+01	9.533699e+01	1.163415e-01	1.406869e-01	4.772819e-01	2.359332e-01	6.771168e-01	2.270440e+00	9.997954e+02	9.983073e+02	1.001419e+00	-1.941127e+01	1.377228e+01	1.447035e+02	1.042072e+00	8.102587e-01	3.080038e-01	6.919177e-01
1	1906.41	2.247734e+00	1.189679e-01	6.792080e+01	9.681298e-01	2.113638e+00	5.713617e-02	4.485044e+01	8.246844e-01	5.418195e+00	2.666155e+02	5.060811e+01	5.272059e+01	1.222036e+02	2.721569e+00	8.153428e+00	1.030035e+01	1.934583e+01	9.560075e+01	1.154679e-01	1.299060e-01	4.902505e-01	2.265378e-01	6.868484e-01	2.247181e+00	9.997008e+02	9.984262e+02	1.001475e+00	-1.941137e+01	1.377228e+01	1.447035e+02	1.042072e+00	8.102587e-01	3.080038e-01	6.919177e-01
1	1906.58	2.247734e+00	1.189679e-01	6.792080e+01	9.681298e-01	2.113638e+00	5.713617e-02	4.445507e+01	8.802176e-01	5.246736e+00	2.647279e+02	5.147750e+01	5.523956e+01	1.244046e+02	2.499658e+00	8.556676e+00	1.036269e+01	1.869201e+01	9.468291e+01	1.249671e-01	1.316185e-01	4.852314e-01	2.295146e-01	6.698915e-01	2.194664e+00	9.997012e+02	9.984232e+02	1.001372e+00	-1.941133e+01	1.377228e+01	1.447035e+02	1.042072e+00	8.102587e-01	3.080038e-01	6.919177e-01
1	1906.63	2.247734e+00	1.189679e-01	6.792080e+01	9.681298e-01	2.113638e+00	5.713617e-02	4.444571e+01	9.086494e-01	5.325362e+00	2.660154e+02	5.152519e+01	5.623519e+01	1.244200e+02	2.403064e+00	8.504517e+00	1.054791e+01	1.886709e+01	9.502393e+01	1.256650e-01	1.346505e-01	4.721253e-01	2.255218e-01	6.772070e-01	2.198956e+00	9.997305e+02	9.983370e+02	1.001365e+00	-1.941132e+01	1.377228e+01	1.447035e+02	1.042072e+00	8.102587e-01	3.080038e-01	6.919177e-01
2	1906.43	2.247734e+00	1.189679e-01	6.792080e+01	9.681298e-01	2.113638e+00	5.713617e-02	4.431164e+01	9.112270e-01	5.248823e+00	2.646667e+02	5.163957e+01	5.577949e+01	1.246363e+02	2.261262e+00	8.525792e+00	1.039071e+01	1.867715e+01	9.475356e+01	1.206371e-01	1.314480e-01	4.707838e-01	2.238115e-01	6.587847e-01	2.175311e+00	9.997172e+02	9.983280e+02	1.001385e+00	-1.941129e+01	1.377228e+01	1.447035e+02	1.042072e+00	8.102587e-01	3.080038e-01	6.919177e-01
1	1906.3	2.247734e+00	1.189679e-01	6.792080e+01	9.681298e-01	2.113638e+00	5.713617e-02	4.427788e+01	8.934547e-01	5.252082e+00	2.659499e+02	5.203883e+01	5.525410e+01	1.239692e+02	2.358884e+00	8.328731e+00	1.026424e+01	1.879173e+01	9.502839e+01	1.230775e-01	1.299595e-01	4.689408e-01	2.191944e-01	6.509447e-01	2.125296e+00	9.996848e+02	9.983142e+02	1.001372e+00	-1.941130e+01	1.377228e+01	1.447035e+02	1.042072e+00	8.102587e-01	3.080038e-01	6.919177e-01
2	1906.33	2.247734e+00	1.189679e-01	6.792080e+01	9.681298e-01	2.113638e+00	5.713617e-02	4.594058e+01	8.672384e-01	5.345592e+00	2.621724e+02	5.172830e+01	5.491326e+01	1.213553e+02	2.467209e+00	8.358152e+00	1.009243e+01	1.832493e+01	9.367207e+01	1.235541e-01	1.342307e-01	4.646730e-01	2.216559e-01	6.504893e-01	2.154487e+00	9.995849e+02	9.983633e+02	1.001467e+00	-1.941134e+01	1.377228e+01	1.447035e+02	1.042072e+00	8.102587e-01	3.080038e-01	6.919177e-01
