3	1919.78	2.287689e+00	1.151113e-01	9.789510e-01	2.150549e+00	6.955110e-02	4.400889e+01	9.325402e-01	6.933409e+00	2.452240e+02	5.170129e+01	5.811921e+01	1.242833e+02	1.051997e-01	8.771928e+00	1.104031e+01	2.020658e+01	9.576600e+01	1.130178e-01	1.350449e-01	4.815050e-01	2.194325e-01	6.548240e-01	2.038538e+00	9.997799e+02	9.981463e+02	1.001774e+00	-1.936243e+01	1.369156e+01	1.453918e+02	1.042707e+00	8.057410e-01	2.836782e-01	7.162477e-01
1	1919.72	2.288150e+00	1.151297e-01	9.793623e-01	2.154057e+00	7.044318e-02	4.374715e+01	9.356229e-01	6.981263e+00	2.440243e+02	5.137769e+01	5.817911e+01	1.245884e+02	4.779495e-03	8.789769e+00	1.100297e+01	2.016839e+01	9.579929e+01	1.127337e-01	1.350158e-01	4.822619e-01	2.192315e-01	6.550430e-01	2.039429e+00	9.997845e+02	9.981360e+02	1.001719e+00	-1.936242e+01	1.369093e+01	1.453833e+02	1.042715e+00	8.065803e-01	2.837251e-01	7.162008e-01
1	1919.75	2.287920e+00	1.151217e-01	9.791735e-01	2.154503e+00	7.036230e-02	4.388388e+01	9.340420e-01	6.954842e+00	2.447195e+02	5.157252e+01	5.819667e+01	1.245218e+02	3.314642e-02	8.788628e+00	1.101238e+01	2.015778e+01	9.575743e+01	1.127192e-01	1.348257e-01	4.824330e-01	2.188534e-01	6.547737e-01	2.040172e+00	9.997875e+02	9.981392e+02	1.001886e+00	-1.936241e+01	1.369121e+01	1.453872e+02	1.042712e+00	8.065831e-01	2.837041e-01	7.162218e-01
1	1919.73	2.287920e+00	1.151217e-01	9.791735e-01	2.154503e+00	7.036230e-02	4.416877e+01	9.198455e-01	6.981520e+00	2.442191e+02	5.131725e+01	5.771283e+01	1.239753e+02	3.910799e-02	8.882733e+00	1.106987e+01	2.024064e+01	9.571977e+01	1.130177e-01	1.348966e-01	4.841183e-01	2.159553e-01	6.514430e-01	2.043118e+00	9.998000e+02	9.981463e+02	1.001881e+00	-1.936234e+01	1.369121e+01	1.453872e+02	1.042712e+00	8.065831e-01	2.837041e-01	7.162218e-01
2	1919.74	2.287920e+00	1.151217e-01	9.791735e-01	2.154503e+00	7.036230e-02	4.413611e+01	9.226258e-01	6.925016e+00	2.445925e+02	5.145114e+01	5.773139e+01	1.239935e+02	1.130477e-01	8.888689e+00	1.101109e+01	2.003222e+01	9.538873e+01	1.138029e-01	1.336123e-01	4.762922e-01	2.157351e-01	6.487779e-01	2.036748e+00	9.998296e+02	9.981273e+02	1.001876e+00	-1.936233e+01	1.369121e+01	1.453872e+02	1.042712e+00	8.065831e-01	2.837041e-01	7.162218e-01
1	1919.74	2.287920e+00	1.151217e-01	9.791735e-01	2.154503e+00	7.036230e-02	4.414641e+01	9.255452e-01	6.909058e+00	2.449763e+02	5.146034e+01	5.766728e+01	1.239211e+02	1.078559e-01	8.933756e+00	1.100028e+01	1.997290e+01	9.519698e+01	1.140708e-01	1.323963e-01	4.783499e-01	2.130566e-01	6.483740e-01	2.034871e+00	9.998442e+02	9.981025e+02	1.001830e+00	-1.936230e+01	1.369121e+01	1.453872e+02	1.042712e+00	8.065831e-01	2.837041e-01	7.162218e-01
1	1919.76	2.287920e+00	1.151217e-01	9.791735e-01	2.154503e+00	7.036230e-02	4.419078e+01	9.186595e-01	6.954066e+00	2.447425e+02	5.117447e+01	5.759565e+01	1.239145e+02	1.928583e-01	8.953677e+00	1.106244e+01	1.999093e+01	9.517218e+01	1.150690e-01	1.316755e-01	4.817253e-01	2.109635e-01	6.483527e-01	2.034234e+00	9.998596e+02	9.981219e+02	1.001902e+00	-1.936231e+01	1.369121e+01	1.453872e+02	1.042712e+00	8.065831e-01	2.837041e-01	7.162218e-01
1	1919.79	2.287920e+00	1.151217e-01	9.791735e-01	2.154503e+00	7.036230e-02	4.419913e+01	9.253384e-01	7.021414e+00	2.437982e+02	5.111546e+01	5.784949e+01	1.240860e+02	1.701566e-01	8.944971e+00	1.100642e+01	1.994539e+01	9.500160e+01	1.141447e-01	1.315330e-01	4.849675e-01	2.119014e-01	6.495515e-01	2.053658e+00	9.998601e+02	9.981123e+02	1.001906e+00	-1.936239e+01	1.369121e+01	1.453872e+02	1.042712e+00	8.065831e-01	2.837041e-01	7.162218e-01
1	1919.8	2.287920e+00	1.151217e-01	9.791735e-01	2.154503e+00	7.036230e-02	4.433320e+01	9.239670e-01	7.077084e+00	2.434915e+02	5.112736e+01	5.796503e+01	1.240874e+02	1.591636e-01	8.810131e+00	1.101068e+01	1.993426e+01	9.478534e+01	1.158052e-01	1.314177e-01	4.853495e-01	2.124950e-01	6.511145e-01	2.062607e+00	9.998225e+02	9.980726e+02	1.001924e+00	-1.936242e+01	1.369121e+01	1.453872e+02	1.042712e+00	8.065831e-01	2.837041e-01	7.162218e-01
1	1919.81	2.287920e+00	1.151217e-01	9.791735e-01	2.154503e+00	7.036230e-02	4.425192e+01	9.133579e-01	7.052944e+00	2.439742e+02	5.109627e+01	5.782218e+01	1.244802e+02	1.178925e-01	8.730091e+00	1.095419e+01	1.979859e+01	9.450952e+01	1.167155e-01	1.326739e-01	4.874331e-01	2.143574e-01	6.501832e-01	2.070982e+00	9.998034e+02	9.980593e+02	1.001901e+00	-1.936243e+01	1.369121e+01	1.453872e+02	1.042712e+00	8.065831e-01	2.837041e-01	7.162218e-01
