9	1928.69	2.189402e+00	1.247543e-01	9.542979e-01	2.074006e+00	4.365316e-02	5.172414e+01	8.730106e-05	7.298964e+00	2.636796e+02	4.946682e+01	4.173654e+01	1.178048e+02	1.268945e-01	8.849814e+00	1.118145e+01	1.968255e+01	9.419038e+01	1.147654e-01	1.347002e-01	4.852396e-01	2.306005e-01	6.780181e-01	2.151596e+00	9.996350e+02	9.982638e+02	9.998333e-01	-1.948501e+01	1.389410e+01	1.436874e+02	1.040924e+00	8.179739e-01	3.485484e-01	6.513659e-01
1	1928.67	2.189402e+00	1.247543e-01	9.542979e-01	2.074006e+00	4.365316e-02	5.191452e+01	4.508190e-04	7.266301e+00	2.642061e+02	4.939355e+01	4.154897e+01	1.175980e+02	1.847583e-01	8.819786e+00	1.116373e+01	1.952382e+01	9.384843e+01	1.161559e-01	1.335288e-01	4.857921e-01	2.286325e-01	6.817150e-01	2.165982e+00	9.996537e+02	9.982886e+02	9.998551e-01	-1.948508e+01	1.389410e+01	1.436874e+02	1.040924e+00	8.179739e-01	3.485484e-01	6.513659e-01
1	1928.68	2.189402e+00	1.247543e-01	9.542979e-01	2.074006e+00	4.365316e-02	5.206449e+01	7.647630e-03	7.280645e+00	2.631863e+02	4.924014e+01	4.167675e+01	1.174178e+02	2.416573e-01	8.865991e+00	1.115732e+01	1.939500e+01	9.349129e+01	1.165330e-01	1.326270e-01	4.895069e-01	2.290886e-01	6.817999e-01	2.168098e+00	9.996441e+02	9.982885e+02	9.998520e-01	-1.948510e+01	1.389410e+01	1.436874e+02	1.040924e+00	8.179739e-01	3.485484e-01	6.513659e-01
5	1928.65	2.189402e+00	1.247543e-01	9.542979e-01	2.074006e+00	4.365316e-02	5.189944e+01	1.040492e-02	7.258157e+00	2.639887e+02	4.890149e+01	4.134793e+01	1.172009e+02	3.315654e-01	8.836189e+00	1.122035e+01	1.945523e+01	9.368421e+01	1.163434e-01	1.325021e-01	4.891231e-01	2.308377e-01	6.794438e-01	2.162834e+00	9.996644e+02	9.982983e+02	9.998489e-01	-1.948513e+01	1.389410e+01	1.436874e+02	1.040924e+00	8.179739e-01	3.485484e-01	6.513659e-01
1	1928.66	2.189402e+00	1.247543e-01	9.542979e-01	2.074006e+00	4.365316e-02	5.197897e+01	8.199297e-03	7.298420e+00	2.644594e+02	4.865648e+01	4.129917e+01	1.170551e+02	3.362037e-01	8.941000e+00	1.130032e+01	1.951178e+01	9.364477e+01	1.170212e-01	1.335745e-01	4.895958e-01	2.330363e-01	6.726728e-01	2.161459e+00	9.996922e+02	9.982869e+02	9.998634e-01	-1.948513e+01	1.389410e+01	1.436874e+02	1.040924e+00	8.179739e-01	3.485484e-01	6.513659e-01
1	1928.66	2.189402e+00	1.247543e-01	9.542979e-01	2.074006e+00	4.365316e-02	5.199138e+01	1.617233e-02	7.230456e+00	2.635170e+02	4.835745e+01	4.101586e+01	1.167660e+02	3.956471e-01	8.981972e+00	1.130653e+01	1.948452e+01	9.364200e+01	1.160317e-01	1.329271e-01	4.885431e-01	2.344569e-01	6.701902e-01	2.149124e+00	9.996999e+02	9.982634e+02	9.998323e-01	-1.948512e+01	1.389410e+01	1.436874e+02	1.040924e+00	8.179739e-01	3.485484e-01	6.513659e-01
2	1928.72	2.189402e+00	1.247543e-01	9.542979e-01	2.074006e+00	4.365316e-02	5.208207e+01	9.088194e-03	7.371640e+00	2.633439e+02	4.826521e+01	4.106396e+01	1.166246e+02	3.473708e-01	8.941050e+00	1.137923e+01	1.967170e+01	9.386866e+01	1.169108e-01	1.331320e-01	4.854360e-01	2.362122e-01	6.713489e-01	2.146006e+00	9.997177e+02	9.982619e+02	9.998422e-01	-1.948509e+01	1.389410e+01	1.436874e+02	1.040924e+00	8.179739e-01	3.485484e-01	6.513659e-01
1	1928.71	2.189402e+00	1.247543e-01	9.542979e-01	2.074006e+00	4.365316e-02	5.193528e+01	1.097233e-02	7.431996e+00	2.624327e+02	4.832864e+01	4.131542e+01	1.171077e+02	2.432556e-01	8.949808e+00	1.130419e+01	1.969796e+01	9.394154e+01	1.187650e-01	1.303163e-01	4.883217e-01	2.334732e-01	6.752497e-01	2.144318e+00	9.997226e+02	9.982527e+02	9.998226e-01	-1.948513e+01	1.389410e+01	1.436874e+02	1.040924e+00	8.179739e-01	3.485484e-01	6.513659e-01
1	1928.68	2.189402e+00	1.247543e-01	9.542979e-01	2.074006e+00	4.365316e-02	5.180239e+01	2.154818e-02	7.343067e+00	2.615365e+02	4.834237e+01	4.124501e+01	1.170862e+02	3.083324e-01	9.043900e+00	1.135205e+01	1.979723e+01	9.413100e+01	1.202448e-01	1.318228e-01	4.870814e-01	2.361916e-01	6.741721e-01	2.148121e+00	9.997059e+02	9.982338e+02	9.998343e-01	-1.948515e+01	1.389410e+01	1.436874e+02	1.040924e+00	8.179739e-01	3.485484e-01	6.513659e-01
1	1928.7	2.189402e+00	1.247543e-01	9.542979e-01	2.074006e+00	4.365316e-02	5.187774e+01	2.505463e-02	7.385001e+00	2.613883e+02	4.834326e+01	4.147337e+01	1.171690e+02	2.343623e-01	9.025653e+00	1.136497e+01	1.983507e+01	9.412451e+01	1.187791e-01	1.348532e-01	4.801814e-01	2.424621e-01	6.741587e-01	2.133551e+00	9.997331e+02	9.982259e+02	9.998112e-01	-1.948513e+01	1.389410e+01	1.436874e+02	1.040924e+00	8.179739e-01	3.485484e-01	6.513659e-01
